SiteCode,Species,Length_mm,Wt_g,logW,logL,Date,HUC12Watershed
WF0-NW,Blacknose Dace,29,0.21,-0.677780705,1.462397998,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,81,5.1,0.707570176,1.908485019,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,51,1.33,0.123851641,1.707570176,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,58,2.3,0.361727836,1.763427994,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,61,2.4,0.380211242,1.785329835,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,35,0.4,-0.397940009,1.544068044,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,46,1,0,1.662757832,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,57,2,0.301029996,1.755874856,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,31,0.3,-0.522878745,1.491361694,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,69,3.08,0.488550717,1.838849091,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,91,6.5,0.812913357,1.959041392,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,82,5.7,0.755874856,1.913813852,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,68,3.4,0.531478917,1.832508913,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,38,0.58,-0.236572006,1.579783597,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,39,0.39,-0.408935393,1.591064607,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,50,1.3,0.113943352,1.698970004,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,53,0.5,-0.301029996,1.72427587,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,38,0.56,-0.251811973,1.579783597,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,73,4.68,0.670245853,1.86332286,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,30,0.23,-0.638272164,1.477121255,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,73,4.28,0.631443769,1.86332286,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,69,3.6,0.556302501,1.838849091,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,43,0.68,-0.167491087,1.633468456,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,34,0.4,-0.397940009,1.531478917,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,50,1.5,0.176091259,1.698970004,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,40,0.59,-0.229147988,1.602059991,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,51,1.32,0.120573931,1.707570176,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,54,1.66,0.220108088,1.73239376,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,71,3.5,0.544068044,1.851258349,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,64,2.6,0.414973348,1.806179974,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,41,0.66,-0.180456064,1.612783857,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,34,0.36,-0.443697499,1.531478917,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,54,1.55,0.190331698,1.73239376,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,60,1.8,0.255272505,1.77815125,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,42,0.7,-0.15490196,1.62324929,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,34,0.34,-0.468521083,1.531478917,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,67,2.72,0.434568904,1.826074803,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,45,0.9,-0.045757491,1.653212514,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,98,8.94,0.951337519,1.991226076,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,101,15.9,1.201397124,2.004321374,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,117,14.34,1.156549151,2.068185862,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,47,1.12,0.049218023,1.672097858,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,80,5.2,0.716003344,1.903089987,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,47,1.3,0.113943352,1.672097858,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,58,2.4,0.380211242,1.763427994,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,37,0.49,-0.30980392,1.568201724,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,64,2.36,0.372912003,1.806179974,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,59,2.3,0.361727836,1.770852012,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,102,15.7,1.195899652,2.008600172,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,59,2.04,0.309630167,1.770852012,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,100,14.7,1.167317335,2,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,31,0.26,-0.585026652,1.491361694,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,78,5.4,0.73239376,1.892094603,6/5/2025,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,63,2.4,0.380211242,1.799340549,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,38,0.6,-0.22184875,1.579783597,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,55,1.82,0.260071388,1.740362689,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,51,1.36,0.133538908,1.707570176,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,65,3.03,0.481442629,1.812913357,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,71,3.99,0.600972896,1.851258349,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,50,1.38,0.139879086,1.698970004,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,54,1.38,0.139879086,1.73239376,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,57,1.79,0.252853031,1.755874856,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,73,5.1,0.707570176,1.86332286,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,40,0.55,-0.259637311,1.602059991,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,41,0.62,-0.207608311,1.612783857,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,48,1.13,0.053078443,1.681241237,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,55,1.53,0.184691431,1.740362689,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,40,0.71,-0.148741651,1.602059991,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,76,3.9,0.591064607,1.880813592,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,46,0.99,-0.004364805,1.662757832,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,64,1.96,0.292256071,1.806179974,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,42,0.79,-0.102372909,1.62324929,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,53,1.23,0.089905111,1.72427587,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,45,0.96,-0.017728767,1.653212514,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,52,1.49,0.173186268,1.716003344,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,65,2.54,0.404833717,1.812913357,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,68,2.95,0.469822016,1.832508913,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,51,1.36,0.133538908,1.707570176,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,31,0.27,-0.568636236,1.491361694,6/4/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,56,1.8,0.255272505,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,66,2.4,0.380211242,1.819543936,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,112,13.9,1.1430148,2.049218023,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,76,5,0.698970004,1.880813592,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,51,1.2,0.079181246,1.707570176,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,156,42.2,1.625312451,2.193124598,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Creek Chub,94,9.1,0.959041392,1.973127854,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,63,2.3,0.361727836,1.799340549,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,65,2.7,0.431363764,1.812913357,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,49,1.1,0.041392685,1.69019608,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,65,3,0.477121255,1.812913357,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-NW,Blacknose Dace,56,1.9,0.278753601,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,45,0.3,-0.522878745,1.653212514,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,59,2.28,0.357934847,1.770852012,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,82,4.06,0.608526034,1.913813852,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,51,1.4,0.146128036,1.707570176,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,80,4.59,0.661812686,1.903089987,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,60,1.77,0.247973266,1.77815125,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,48,1.2,0.079181246,1.681241237,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,48,1.1,0.041392685,1.681241237,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,56,1.9,0.278753601,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,50,1.5,0.176091259,1.698970004,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,113,17.6,1.245512668,2.053078443,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,55,1.4,0.146128036,1.740362689,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,63,2.6,0.414973348,1.799340549,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,54,1.4,0.146128036,1.73239376,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,60,2,0.301029996,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,43,0.7,-0.15490196,1.633468456,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,75,3.7,0.568201724,1.875061263,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,64,2.7,0.431363764,1.806179974,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,144,30.5,1.484299839,2.158362492,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,83,4.2,0.62324929,1.919078092,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,69,3.6,0.556302501,1.838849091,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,55,1.5,0.176091259,1.740362689,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,113,10.3,1.012837225,2.053078443,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,52,1.2,0.079181246,1.716003344,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,59,2.2,0.342422681,1.770852012,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,50,1.5,0.176091259,1.698970004,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,81,4.2,0.62324929,1.908485019,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,55,1.6,0.204119983,1.740362689,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,52,1.3,0.113943352,1.716003344,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,65,3.1,0.491361694,1.812913357,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,55,1.4,0.146128036,1.740362689,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,48,0.8,-0.096910013,1.681241237,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,39,0.6,-0.22184875,1.591064607,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,50,1.3,0.113943352,1.698970004,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,54,1.6,0.204119983,1.73239376,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,64,2.3,0.361727836,1.806179974,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,82,10.5,1.021189299,1.913813852,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,51,1.3,0.113943352,1.707570176,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,93,7.1,0.851258349,1.968482949,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,46,0.8,-0.096910013,1.662757832,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,56,1.6,0.204119983,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,50,1,0,1.698970004,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,72,2.8,0.447158031,1.857332496,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,82,10.1,1.004321374,1.913813852,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,71,2.9,0.462397998,1.851258349,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,56,1.6,0.204119983,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,64,3.5,0.544068044,1.806179974,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,60,1.9,0.278753601,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,158,47.5,1.67669361,2.198657087,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,51,1.2,0.079181246,1.707570176,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,57,1.9,0.278753601,1.755874856,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,88,5.8,0.763427994,1.944482672,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,60,2.2,0.342422681,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,60,1.9,0.278753601,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,52,1.4,0.146128036,1.716003344,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,50,1.4,0.146128036,1.698970004,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,42,0.8,-0.096910013,1.62324929,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,68,2.9,0.462397998,1.832508913,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,85,6.4,0.806179974,1.929418926,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,84,5.7,0.755874856,1.924279286,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,67,2.8,0.447158031,1.826074803,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,63,2.8,0.447158031,1.799340549,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,54,1.5,0.176091259,1.73239376,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,60,2.2,0.342422681,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,67,2.7,0.431363764,1.826074803,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,76,4.2,0.62324929,1.880813592,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,47,0.8,-0.096910013,1.672097858,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,56,1.8,0.255272505,1.748188027,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,65,2.6,0.414973348,1.812913357,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,45,0.8,-0.096910013,1.653212514,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,48,0.8,-0.096910013,1.681241237,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,77,9.6,0.982271233,1.886490725,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,54,1.3,0.113943352,1.73239376,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,48,1,0,1.681241237,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,51,1.4,0.146128036,1.707570176,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,67,3.8,0.579783597,1.826074803,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,60,1.9,0.278753601,1.77815125,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,67,2.7,0.431363764,1.826074803,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,43,0.8,-0.096910013,1.633468456,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,67,3.1,0.491361694,1.826074803,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,55,1.9,0.278753601,1.740362689,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,42,1,0,1.62324929,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,58,1.7,0.230448921,1.763427994,6/13/2022,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,54,1.48,0.170261715,1.73239376,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,63,2.85,0.45484486,1.799340549,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,94,7.92,0.898725182,1.973127854,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,167,25.42,1.405175546,2.222716471,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,54,1.57,0.195899652,1.73239376,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,52,1.26,0.100370545,1.716003344,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,White Sucker,137,24.72,1.393048466,2.136720567,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,77,4.2,0.62324929,1.886490725,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,54,1.52,0.181843588,1.73239376,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,65,2.62,0.418301291,1.812913357,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,70,2.58,0.411619706,1.84509804,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,74,3.33,0.522444234,1.86923172,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,84,6.46,0.810232518,1.924279286,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,61,2.2,0.342422681,1.785329835,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,59,2.14,0.330413773,1.770852012,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,80,9.25,0.966141733,1.903089987,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,66,2.41,0.382017043,1.819543936,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,71,3.14,0.496929648,1.851258349,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,69,4.03,0.605305046,1.838849091,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,75,4.44,0.64738297,1.875061263,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,146,72.33,1.859318465,2.164352856,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,115,42.08,1.624075731,2.06069784,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,148,82.75,1.917768002,2.170261715,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,52,1.37,0.136720567,1.716003344,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,56,1.6,0.204119983,1.748188027,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,65,3.03,0.481442629,1.812913357,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Green Sunfish,105,20.91,1.320354033,2.021189299,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,59,1.92,0.283301229,1.770852012,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,70,3.64,0.561101384,1.84509804,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,53,1.29,0.11058971,1.72427587,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,49,1.06,0.025305865,1.69019608,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Fathead Minnow,65,2.42,0.383815366,1.812913357,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,58,1.59,0.201397124,1.763427994,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,93,7.1,0.851258349,1.968482949,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,86,5.37,0.729974286,1.934498451,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Blacknose Dace,49,2.22,0.346352974,1.69019608,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,66,3.41,0.532754379,1.819543936,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Central Stoneroller,63,2.23,0.348304863,1.799340549,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
WF0-SW,Creek Chub,70,3.42,0.534026106,1.84509804,6/7/2024,020502061207 Turtle Creek-West Branch Susquehanna River
